Code,Name,Message,Details,Parent_Group
PLE0302,unexpected-special-method-signature,"The special method {} expects {}, {} {} given",,PLE
PLE0303,invalid-length-return-type,__len__ does not return a non-negative integer,,PLE
PLE0304,invalid-bool-return-type,__bool__ does not return bool,ğŸ§ª,PLE
PLE0305,invalid-index-return-type,__index__ does not return an integer,,PLE
PLE0307,invalid-str-return-type,__str__ does not return str,,PLE
PLE0308,invalid-bytes-return-type,__bytes__ does not return bytes,,PLE
PLE0309,invalid-hash-return-type,__hash__ does not return an integer,,PLE
PLE0604,invalid-all-object,"Invalid object in __all__, must contain only strings",,PLE
PLE0605,invalid-all-format,"Invalid format for __all__, must be tuple or list",,PLE
PLE0643,potential-index-error,Expression is likely to raise IndexError,,PLE
PLE0704,misplaced-bare-raise,Bare raise statement is not inside an exception handler,,PLE
PLE1132,repeated-keyword-argument,Repeated keyword argument: {duplicate_keyword},,PLE
PLE1141,dict-iter-missing-items,Unpacking a dictionary in iteration without calling .items(),ğŸ§ªğŸ› ï¸,PLE
PLE1142,await-outside-async,await should be used within an async function,,PLE
PLE1205,logging-too-many-args,Too many arguments for logging format string,,PLE
PLE1206,logging-too-few-args,Not enough arguments for logging format string,,PLE
PLE1300,bad-string-format-character,Unsupported format character '{format_char}',,PLE
PLE1307,bad-string-format-type,Format type does not match argument type,,PLE
PLE1310,bad-str-strip-call,String {strip} call contains duplicate characters (did you mean {removal}?),,PLE
PLE1507,invalid-envvar-value,Invalid type for initial os.getenv argument; expected str,,PLE
PLE1519,singledispatch-method,@singledispatch decorator should not be used on methods,ğŸ› ï¸,PLE
PLE1520,singledispatchmethod-function,@singledispatchmethod decorator should not be used on non-method functions,ğŸ› ï¸,PLE
PLE1700,yield-from-in-async-function,yield from statement in async function; use async for instead,,PLE
PLE2502,bidirectional-unicode,Contains control characters that can permit obfuscated code,,PLE
PLE2510,invalid-character-backspace,"Invalid unescaped character backspace, use ""\b"" instead",ğŸ› ï¸,PLE
PLE2512,invalid-character-sub,"Invalid unescaped character SUB, use ""\x1a"" instead",ğŸ› ï¸,PLE
PLE2513,invalid-character-esc,"Invalid unescaped character ESC, use ""\x1b"" instead",ğŸ› ï¸,PLE
PLE2514,invalid-character-nul,"Invalid unescaped character NUL, use ""\0"" instead",ğŸ› ï¸,PLE
PLE2515,invalid-character-zero-width-space,"Invalid unescaped character zero-width-space, use ""\u200B"" instead",ğŸ› ï¸,PLE
PLE4703,modified-iterating-set,Iterated set {name} is modified within the for loop,ğŸ§ªğŸ› ï¸,PLE
PLR0124,comparison-with-itself,"Name compared with itself, consider replacing {actual}",,PLR
PLR0133,comparison-of-constant,"Two constants compared in a comparison, consider replacing {left_constant} {op} {right_constant}",,PLR
PLR0202,no-classmethod-decorator,Class method defined without decorator,ğŸ§ªğŸ› ï¸,PLR
PLR0203,no-staticmethod-decorator,Static method defined without decorator,ğŸ§ªğŸ› ï¸,PLR
PLR0206,property-with-parameters,Cannot have defined parameters for properties,,PLR
PLR0402,manual-from-import,Use from {module} import {name} in lieu of alias,ğŸ› ï¸,PLR
PLR0904,too-many-public-methods,Too many public methods ({methods} > {max_methods}),ğŸ§ª,PLR
PLR0911,too-many-return-statements,Too many return statements ({returns} > {max_returns}),,PLR
PLR0912,too-many-branches,Too many branches ({branches} > {max_branches}),,PLR
PLR0913,too-many-arguments,Too many arguments in function definition ({c_args} > {max_args}),,PLR
PLR0914,too-many-locals,Too many local variables ({current_amount}/{max_amount}),ğŸ§ª,PLR
PLR0915,too-many-statements,Too many statements ({statements} > {max_statements}),,PLR
PLR0916,too-many-boolean-expressions,Too many Boolean expressions ({expressions} > {max_expressions}),ğŸ§ª,PLR
PLR0917,too-many-positional-arguments,Too many positional arguments ({c_pos}/{max_pos}),ğŸ§ª,PLR
PLR1701,repeated-isinstance-calls,Merge isinstance calls: {expression},âŒğŸ› ï¸,PLR
PLR1702,too-many-nested-blocks,Too many nested blocks ({nested_blocks} > {max_nested_blocks}),ğŸ§ª,PLR
PLR1704,redefined-argument-from-local,Redefining argument with the local name {name},,PLR
PLR1706,and-or-ternary,Consider using if-else expression,âŒ,PLR
PLR1711,useless-return,Useless return statement at end of function,ğŸ› ï¸,PLR
PLR1714,repeated-equality-comparison,Consider merging multiple comparisons: {expression}. Use a set if the elements are hashable.,ğŸ› ï¸,PLR
PLR1716,boolean-chained-comparison,Contains chained boolean comparison that can be simplified,ğŸ› ï¸,PLR
PLR1722,sys-exit-alias,Use sys.exit() instead of {name},ğŸ› ï¸,PLR
PLR1730,if-stmt-min-max,Replace if statement with {replacement},ğŸ› ï¸,PLR
PLR1733,unnecessary-dict-index-lookup,Unnecessary lookup of dictionary value by key,ğŸ› ï¸,PLR
PLR1736,unnecessary-list-index-lookup,List index lookup in enumerate() loop,ğŸ› ï¸,PLR
PLR2004,magic-value-comparison,"Magic value used in comparison, consider replacing {value} with a constant variable",,PLR
PLR2044,empty-comment,Line with empty comment,ğŸ› ï¸,PLR
PLR5501,collapsible-else-if,"Use elif instead of else then if, to reduce indentation",ğŸ› ï¸,PLR
PLR6104,non-augmented-assignment,Use {operator} to perform an augmented assignment directly,ğŸ§ªğŸ› ï¸,PLR
PLR6201,literal-membership,Use a set literal when testing for membership,ğŸ§ªğŸ› ï¸,PLR
PLR6301,no-self-use,"Method {method_name} could be a function, class method, or static method",ğŸ§ª,PLR
PLW0108,unnecessary-lambda,Lambda may be unnecessary; consider inlining inner function,ğŸ§ªğŸ› ï¸,PLW
PLW0120,useless-else-on-loop,else clause on loop without a break statement; remove the else and dedent its contents,ğŸ› ï¸,PLW
PLW0127,self-assigning-variable,Self-assignment of variable {name},,PLW
PLW0128,redeclared-assigned-name,Redeclared variable {name} in assignment,,PLW
PLW0129,assert-on-string-literal,Asserting on an empty string literal will never pass,,PLW
PLW0131,named-expr-without-context,Named expression used without context,,PLW
PLW0133,useless-exception-statement,Missing raise statement on exception,ğŸ› ï¸,PLW
PLW0177,nan-comparison,Comparing against a NaN value; use math.isnan instead,,PLW
PLW0211,bad-staticmethod-argument,First argument of a static method should not be named {argument_name},,PLW
PLW0244,redefined-slots-in-subclass,Slot {slot_name} redefined from base class {base},ğŸ§ª,PLW
PLW0245,super-without-brackets,super call is missing parentheses,ğŸ› ï¸,PLW
PLW0406,import-self,Module {name} imports itself,,PLW
PLW0602,global-variable-not-assigned,Using global for {name} but no assignment is done,,PLW
PLW0603,global-statement,Using the global statement to update {name} is discouraged,,PLW
PLW0604,global-at-module-level,global at module level is redundant,,PLW
PLW0642,self-or-cls-assignment,Reassigned {} variable in {method_type} method,,PLW
PLW0711,binary-op-exception,Exception to catch is the result of a binary and operation,,PLW
PLW1501,bad-open-mode,{mode} is not a valid mode for open,,PLW
PLW1507,shallow-copy-environ,Shallow copy of os.environ via copy.copy(os.environ),ğŸ› ï¸,PLW
PLW1508,invalid-envvar-default,Invalid type for environment variable default; expected str or None,,PLW
PLW1509,subprocess-popen-preexec-fn,preexec_fn argument is unsafe when using threads,,PLW
PLW1510,subprocess-run-without-check,subprocess.run without explicit check argument,ğŸ› ï¸,PLW
PLW1514,unspecified-encoding,{function_name} in text mode without explicit encoding argument,ğŸ§ªğŸ› ï¸,PLW
PLW1641,eq-without-hash,Object does not implement __hash__ method,,PLW
PLW2101,useless-with-lock,Threading lock directly created in with statement has no effect,,PLW
PLW2901,redefined-loop-name,Outer {outer_kind} variable {name} overwritten by inner {inner_kind} target,,PLW
PLW3201,bad-dunder-method-name,Dunder method {name} has no special meaning in Python 3,ğŸ§ª,PLW
PLW3301,nested-min-max,Nested {func} calls can be flattened,ğŸ› ï¸,PLW
UP001,useless-metaclass-type,__metaclass__ = type is implied,ğŸ› ï¸,UP
UP003,type-of-primitive,Use {} instead of type(...),ğŸ› ï¸,UP
UP004,useless-object-inheritance,Class {name} inherits from object,ğŸ› ï¸,UP
UP005,deprecated-unittest-alias,"{alias} is deprecated, use {target}",ğŸ› ï¸,UP
UP006,non-pep585-annotation,Use {to} instead of {from} for type annotation,ğŸ› ï¸,UP
UP007,non-pep604-annotation-union,Use X | Y for type annotations,ğŸ› ï¸,UP
UP008,super-call-with-parameters,"Use super() instead of super(__class__, self)",ğŸ› ï¸,UP
UP009,utf8-encoding-declaration,UTF-8 encoding declaration is unnecessary,ğŸ› ï¸,UP
UP010,unnecessary-future-import,Unnecessary __future__ import {import} for target Python version,ğŸ› ï¸,UP
UP011,lru-cache-without-parameters,Unnecessary parentheses to functools.lru_cache,ğŸ› ï¸,UP
UP012,unnecessary-encode-utf8,Unnecessary call to encode as UTF-8,ğŸ› ï¸,UP
UP013,convert-typed-dict-functional-to-class,Convert {name} from TypedDict functional to class syntax,ğŸ› ï¸,UP
UP014,convert-named-tuple-functional-to-class,Convert {name} from NamedTuple functional to class syntax,ğŸ› ï¸,UP
UP015,redundant-open-modes,Unnecessary mode argument,ğŸ› ï¸,UP
UP017,datetime-timezone-utc,Use datetime.UTC alias,ğŸ› ï¸,UP
UP018,native-literals,Unnecessary {literal_type} call (rewrite as a literal),ğŸ› ï¸,UP
UP019,typing-text-str-alias,"typing.Text is deprecated, use str",ğŸ› ï¸,UP
UP020,open-alias,Use builtin open,ğŸ› ï¸,UP
UP021,replace-universal-newlines,"universal_newlines is deprecated, use text",ğŸ› ï¸,UP
UP022,replace-stdout-stderr,Prefer capture_output over sending stdout and stderr to PIPE,ğŸ› ï¸,UP
UP023,deprecated-c-element-tree,"cElementTree is deprecated, use ElementTree",ğŸ› ï¸,UP
UP024,os-error-alias,Replace aliased errors with OSError,ğŸ› ï¸,UP
UP025,unicode-kind-prefix,Remove unicode literals from strings,ğŸ› ï¸,UP
UP026,deprecated-mock-import,"mock is deprecated, use unittest.mock",ğŸ› ï¸,UP
UP027,unpacked-list-comprehension,Replace unpacked list comprehension with a generator expression,âŒ,UP
UP028,yield-in-for-loop,Replace yield over for loop with yield from,ğŸ› ï¸,UP
UP029,unnecessary-builtin-import,Unnecessary builtin import: {import},ğŸ› ï¸,UP
UP030,format-literals,Use implicit references for positional format fields,ğŸ› ï¸,UP
UP031,printf-string-formatting,Use format specifiers instead of percent format,ğŸ› ï¸,UP
UP032,f-string,Use f-string instead of format call,ğŸ› ï¸,UP
UP033,lru-cache-with-maxsize-none,Use @functools.cache instead of @functools.lru_cache(maxsize=None),ğŸ› ï¸,UP
UP034,extraneous-parentheses,Avoid extraneous parentheses,ğŸ› ï¸,UP
UP035,deprecated-import,Import from {target} instead: {names},ğŸ› ï¸,UP
UP036,outdated-version-block,Version block is outdated for minimum Python version,ğŸ› ï¸,UP
UP037,quoted-annotation,Remove quotes from type annotation,ğŸ› ï¸,UP
UP038,non-pep604-isinstance,"Use X | Y in {} call instead of (X, Y)",âŒğŸ› ï¸,UP
UP039,unnecessary-class-parentheses,Unnecessary parentheses after class definition,ğŸ› ï¸,UP
UP040,non-pep695-type-alias,Type alias {name} uses {type_alias_method} instead of the type keyword,ğŸ› ï¸,UP
UP041,timeout-error-alias,Replace aliased errors with TimeoutError,ğŸ› ï¸,UP
UP042,replace-str-enum,Class {name} inherits from both str and enum.Enum,ğŸ§ªğŸ› ï¸,UP
UP043,unnecessary-default-type-args,Unnecessary default type arguments,ğŸ› ï¸,UP
UP044,non-pep646-unpack,Use * for unpacking,ğŸ› ï¸,UP
UP045,non-pep604-annotation-optional,Use X | None for type annotations,ğŸ› ï¸,UP
UP046,non-pep695-generic-class,Generic class {name} uses Generic subclass instead of type parameters,ğŸ› ï¸,UP
UP047,non-pep695-generic-function,Generic function {name} should use type parameters,ğŸ› ï¸,UP
UP049,private-type-parameter,Generic {} uses private type parameters,ğŸ› ï¸,UP
UP050,useless-class-metaclass-type,"Class {name} uses metaclass=type, which is redundant",ğŸ› ï¸,UP
FURB101,read-whole-file,open and read should be replaced by Path({filename}).{suggestion},ğŸ§ª,FURB
FURB103,write-whole-file,open and write should be replaced by Path({filename}).{suggestion},ğŸ§ª,FURB
FURB105,print-empty-string,Unnecessary empty string passed to print,ğŸ› ï¸,FURB
FURB110,if-exp-instead-of-or-operator,Replace ternary if expression with or operator,ğŸ§ªğŸ› ï¸,FURB
FURB113,repeated-append,Use {suggestion} instead of repeatedly calling {name}.append(),ğŸ§ªğŸ› ï¸,FURB
FURB116,f-string-number-format,Replace {function_name} call with {display},ğŸ› ï¸,FURB
FURB118,reimplemented-operator,Use operator.{operator} instead of defining a {target},ğŸ§ªğŸ› ï¸,FURB
FURB122,for-loop-writes,Use of {}.write in a for loop,ğŸ› ï¸,FURB
FURB129,readlines-in-for,"Instead of calling readlines(), iterate over file object directly",ğŸ› ï¸,FURB
FURB131,delete-full-slice,Prefer clear over deleting a full slice,ğŸ§ªğŸ› ï¸,FURB
FURB132,check-and-remove-from-set,Use {suggestion} instead of check and remove,ğŸ› ï¸,FURB
FURB136,if-expr-min-max,Replace if expression with {min_max} call,ğŸ› ï¸,FURB
FURB140,reimplemented-starmap,Use itertools.starmap instead of the generator,ğŸ§ªğŸ› ï¸,FURB
FURB142,for-loop-set-mutations,Use of set.{}() in a for loop,ğŸ§ªğŸ› ï¸,FURB
FURB145,slice-copy,Prefer copy method over slicing,ğŸ§ªğŸ› ï¸,FURB
FURB148,unnecessary-enumerate,"enumerate value is unused, use for x in range(len(y)) instead",ğŸ§ªğŸ› ï¸,FURB
FURB152,math-constant,Replace {literal} with math.{constant},ğŸ§ªğŸ› ï¸,FURB
FURB154,repeated-global,Use of repeated consecutive {},ğŸ§ªğŸ› ï¸,FURB
FURB156,hardcoded-string-charset,Use of hardcoded string charset,ğŸ§ªğŸ› ï¸,FURB
FURB157,verbose-decimal-constructor,Verbose expression in Decimal constructor,ğŸ› ï¸,FURB
FURB161,bit-count,Use of bin({existing}).count('1'),ğŸ› ï¸,FURB
FURB162,fromisoformat-replace-z,Unnecessary timezone replacement with zero offset,ğŸ› ï¸,FURB
FURB163,redundant-log-base,Prefer math.{log_function}({arg}) over math.log with a redundant base,ğŸ› ï¸,FURB
FURB164,unnecessary-from-float,Verbose method {method_name} in {constructor} construction,ğŸ§ªğŸ› ï¸,FURB
FURB166,int-on-sliced-str,Use of int with explicit base={base} after removing prefix,ğŸ› ï¸,FURB
FURB167,regex-flag-alias,Use of regular expression alias re.{},ğŸ› ï¸,FURB
FURB168,isinstance-type-none,Prefer is operator over isinstance to check if an object is None,ğŸ› ï¸,FURB
FURB169,type-none-comparison,"When checking against None, use {} instead of comparison with type(None)",ğŸ› ï¸,FURB
FURB171,single-item-membership-test,Membership test against single-item container,ğŸ§ªğŸ› ï¸,FURB
FURB177,implicit-cwd,Prefer Path.cwd() over Path().resolve() for current-directory lookups,ğŸ› ï¸,FURB
FURB180,meta-class-abc-meta,Use of metaclass=abc.ABCMeta to define abstract base class,ğŸ§ªğŸ› ï¸,FURB
FURB181,hashlib-digest-hex,Use of hashlib's .digest().hex(),ğŸ› ï¸,FURB
FURB187,list-reverse-copy,Use of assignment of reversed on list {name},ğŸ› ï¸,FURB
FURB188,slice-to-remove-prefix-or-suffix,Prefer str.removeprefix() over conditionally replacing with slice.,ğŸ› ï¸,FURB
FURB189,subclass-builtin,"Subclassing {subclass} can be error prone, use collections.{replacement} instead",ğŸ§ªğŸ› ï¸,FURB
FURB192,sorted-min-max,Prefer min over sorted() to compute the minimum value in a sequence,ğŸ§ªğŸ› ï¸,FURB
RUF001,ambiguous-unicode-character-string,String contains ambiguous {}. Did you mean {}?,,RUF
RUF002,ambiguous-unicode-character-docstring,Docstring contains ambiguous {}. Did you mean {}?,,RUF
RUF003,ambiguous-unicode-character-comment,Comment contains ambiguous {}. Did you mean {}?,,RUF
RUF005,collection-literal-concatenation,Consider {expression} instead of concatenation,ğŸ› ï¸,RUF
RUF006,asyncio-dangling-task,Store a reference to the return value of {expr}.{method},,RUF
RUF007,zip-instead-of-pairwise,Prefer itertools.pairwise() over zip() when iterating over successive pairs,ğŸ› ï¸,RUF
RUF008,mutable-dataclass-default,Do not use mutable default values for dataclass attributes,,RUF
RUF009,function-call-in-dataclass-default-argument,Do not perform function call {name} in dataclass defaults,,RUF
RUF010,explicit-f-string-type-conversion,Use explicit conversion flag,ğŸ› ï¸,RUF
RUF011,ruff-static-key-dict-comprehension,Dictionary comprehension uses static key,âŒ,RUF
RUF012,mutable-class-default,Mutable class attributes should be annotated with typing.ClassVar,,RUF
RUF013,implicit-optional,PEP 484 prohibits implicit Optional,ğŸ› ï¸,RUF
RUF015,unnecessary-iterable-allocation-for-first-element,Prefer next({iterable}) over single element slice,ğŸ› ï¸,RUF
RUF016,invalid-index-type,Slice in indexed access to type {value_type} uses type {index_type} instead of an integer,,RUF
RUF017,quadratic-list-summation,Avoid quadratic list summation,ğŸ› ï¸,RUF
RUF018,assignment-in-assert,Avoid assignment expressions in assert statements,,RUF
RUF019,unnecessary-key-check,Unnecessary key check before dictionary access,ğŸ› ï¸,RUF
RUF020,never-union,{never_like} | T is equivalent to T,ğŸ› ï¸,RUF
RUF021,parenthesize-chained-operators,"Parenthesize a and b expressions when chaining and and or together, to make the precedence clear",ğŸ› ï¸,RUF
RUF022,unsorted-dunder-all,__all__ is not sorted,ğŸ› ï¸,RUF
RUF023,unsorted-dunder-slots,{}.__slots__ is not sorted,ğŸ› ï¸,RUF
RUF024,mutable-fromkeys-value,Do not pass mutable objects as values to dict.fromkeys,ğŸ› ï¸,RUF
RUF026,default-factory-kwarg,default_factory is a positional-only argument to defaultdict,ğŸ› ï¸,RUF
RUF027,missing-f-string-syntax,Possible f-string without an f prefix,ğŸ§ªğŸ› ï¸,RUF
RUF028,invalid-formatter-suppression-comment,This suppression comment is invalid because {},ğŸ› ï¸,RUF
RUF029,unused-async,"Function {name} is declared async, but doesn't await or use async features.",ğŸ§ª,RUF
RUF030,assert-with-print-message,print() call in assert statement is likely unintentional,ğŸ› ï¸,RUF
RUF031,incorrectly-parenthesized-tuple-in-subscript,Use parentheses for tuples in subscripts,ğŸ§ªğŸ› ï¸,RUF
RUF032,decimal-from-float-literal,Decimal() called with float literal argument,ğŸ› ï¸,RUF
RUF033,post-init-default,__post_init__ method with argument defaults,ğŸ› ï¸,RUF
RUF034,useless-if-else,Useless if-else condition,,RUF
RUF035,ruff-unsafe-markup-use,Unsafe use of {name} detected,âŒ,RUF
RUF036,none-not-at-end-of-union,None not at the end of the type annotation.,ğŸ§ª,RUF
RUF037,unnecessary-empty-iterable-within-deque-call,Unnecessary empty iterable within a deque call,ğŸ§ªğŸ› ï¸,RUF
RUF038,redundant-bool-literal,"Literal[True, False, ...] can be replaced with Literal[...] | bool",ğŸ§ªğŸ› ï¸,RUF
RUF039,unraw-re-pattern,First argument to {call} is not raw string,ğŸ§ªğŸ› ï¸,RUF
RUF040,invalid-assert-message-literal-argument,Non-string literal used as assert message,,RUF
RUF041,unnecessary-nested-literal,Unnecessary nested Literal,ğŸ› ï¸,RUF
RUF043,pytest-raises-ambiguous-pattern,Pattern passed to match= contains metacharacters but is neither escaped nor raw,,RUF
RUF045,implicit-class-var-in-dataclass,Assignment without annotation found in dataclass body,ğŸ§ª,RUF
RUF046,unnecessary-cast-to-int,Value being cast to int is already an integer,ğŸ› ï¸,RUF
RUF047,needless-else,Empty else clause,ğŸ§ªğŸ› ï¸,RUF
RUF048,map-int-version-parsing,__version__ may contain non-integral-like elements,,RUF
RUF049,dataclass-enum,An enum class should not be decorated with @dataclass,,RUF
RUF051,if-key-in-dict-del,Use pop instead of key in dict followed by del dict[key],ğŸ› ï¸,RUF
RUF052,used-dummy-variable,Local dummy variable {} is accessed,ğŸ§ªğŸ› ï¸,RUF
RUF053,class-with-mixed-type-vars,Class with type parameter list inherits from Generic,ğŸ› ï¸,RUF
RUF054,indented-form-feed,Indented form feed,ğŸ§ª,RUF
RUF055,unnecessary-regular-expression,Plain string pattern passed to re function,ğŸ§ªğŸ› ï¸,RUF
RUF056,falsy-dict-get-fallback,Avoid providing a falsy fallback to dict.get() in boolean test positions. The default fallback None is already falsy.,ğŸ§ªğŸ› ï¸,RUF
RUF057,unnecessary-round,Value being rounded is already an integer,ğŸ› ï¸,RUF
RUF058,starmap-zip,itertools.starmap called on zip iterable,ğŸ› ï¸,RUF
RUF059,unused-unpacked-variable,Unpacked variable {name} is never used,ğŸ› ï¸,RUF
RUF060,in-empty-collection,Unnecessary membership test on empty collection,ğŸ§ª,RUF
RUF061,legacy-form-pytest-raises,Use context-manager form of pytest.{}(),ğŸ§ªğŸ› ï¸,RUF
RUF063,access-annotations-from-class-dict,Use {suggestion} instead of __dict__ access,ğŸ§ª,RUF
RUF064,non-octal-permissions,Non-octal mode,ğŸ§ªğŸ› ï¸,RUF
RUF065,logging-eager-conversion,Unnecessary {call_arg} conversion when formatting with {format_str},ğŸ§ª,RUF
RUF100,unused-noqa,Unused noqa directive,ğŸ› ï¸,RUF
RUF101,redirected-noqa,{original} is a redirect to {target},ğŸ› ï¸,RUF
RUF102,invalid-rule-code,Invalid rule code in # noqa: {},ğŸ§ªğŸ› ï¸,RUF
RUF200,invalid-pyproject-toml,Failed to parse pyproject.toml: {message},,RUF
TRY002,raise-vanilla-class,Create your own exception,,TRY
TRY003,raise-vanilla-args,Avoid specifying long messages outside the exception class,,TRY
TRY004,type-check-without-type-error,Prefer TypeError exception for invalid type,,TRY
TRY200,reraise-no-cause,Use raise from to specify exception cause,âŒ,TRY
TRY201,verbose-raise,Use raise without specifying exception name,ğŸ› ï¸,TRY
TRY203,useless-try-except,Remove exception handler; error is immediately re-raised,,TRY
TRY300,try-consider-else,Consider moving this statement to an else block,,TRY
TRY301,raise-within-try,Abstract raise to an inner function,,TRY
TRY400,error-instead-of-exception,Use logging.exception instead of logging.error,ğŸ› ï¸,TRY
TRY401,verbose-log-message,Redundant exception object included in logging.exception call,,TRY
